,text,score
865,"Holy crap, @ladygaga. I bow down to you on that one.",7381
866,"A lot of famous people died this year, but to be fair WAAAAAAAYYY more non-famous people died.",6854
867,"The Best Animated Film was ""The Lego Movie"" and screw you, Oscar.",6340
868,MY SON! MY SON IS PRESENTING FOR BEST SUPPORTING ACTRESS!!!,24125
869,"You are finally going to beat South Africa, India, because I am looking down upon thee in sunglassed glory. #IndvsSA http://t.co/w5qFCGKkk4",8657
870,"Almost half the time I hear a woman call My name, she's faking it.",6051
871,Did you see Me taking a selfie just now? #Sachin #IndvsSA,5341
872,I can't believe My son died for you people. What a waste of a crucifixion.,6388
873,"There’s no need to defend Me through aggressive, angry tweets. I am capable of defending Myself through aggressive, angry natural disasters.",6863
874,I’m giving up for Lent.,6534
875,Nothing disproves My existence quite like ISIS.,5353
876,#जयहिन्द,6174
877,Muhammad had a face. Deal with it.,5950
878,"My only comment on #IndvsPak is this: any time a contest between them doesn't end in a nuclear explosion, everybody wins. #WC2015",6339
879,"Proving that when it comes to racial profiling in America, there are 50 shades of disgrace. http://t.co/7XRKHwzEgk",5351
880,Happy #DarwinDay. If he were alive he’d be 206. But he’s dead and he’s rotting in hell.,5327
881,"America: where minorities, for good reason, fear their kids getting shot, and white people, for no reason, fear their kids getting shots.",18853
882,Someday people of all religions will learn to live together in peace and religionlessness.,7123
883,"Three young Muslims were killed by a white man in North Carolina. DECLARE YOUR LOYALTY, MODERATE CHRISTIANS! #ChapelHillShootings",3627
884,"No, Jon! No!!!!",4278
885,"Yes, I decided to let Mario Balotelli finally score and no, it won't be happening again anytime soon. #LFCvsTOT",4305
886,The problem is a lot of you are stupid.,10141
887,"Gay couples are now getting married in Alabama. I love watching a red state add orange, yellow, green, blue, indigo and violet. #ALmarriage",6228
888,"Nine times out of ten when an award-winner thanks “God”, they’re using the word as a euphemism for cocaine.",5974
889,I haven’t seen Kane kill it this much since Abel. #THFCvAFC,3904
890,You want to know who I endorse in India? Not Kejriwal. Not Bedi. I endorse @AllIndiaBakchod. Heartily. #AIBRoast #AIBKnockout,3787
891,"INDIA1,300,000,000 people330,000,000 gods780 languages No sense of humour",14536
892,"I’m closely watching your election, India.  Remember: a #Vote4MufflerMan is avote for a guy with a cool nickname! #DelhiVotes",4010
893,"On this World Cancer Day, please take a moment to reflect on what a cruel bastard I am.",8453
894,There's no vaccine against stupid.,13865
895,Well I don't believe in you either.,8579
896,The moral is: I really enjoying messing with your minds. #SuperBowl,4430
897,"Cheaters often win. Congratulations, Patriots! #SuperBowl",7722
898,That was Me. #SuperBowI,12809
899,***PRAYER OVERLOAD IN NORTH AMERICAN SECTOR***,5661
900,"If you knew how many men were praying to Me for a Katy Perry wardrobe malfunction, you would weep for humanity. #SuperBowl",8813
901,"For the record, Harry Chapin died in a car crash. Thanks for the reminder, Nissan. #SBcommercials",3453
902,I'm curious to see which team it will turn out I'd chosen to win. #SuperBowlXLIX,3975
903,I'm happy Bruce Jenner is transitioning into a woman but I'd be even happier if his stepdaughters transitioned into silence.,7966
904,"There's a reason why innocent people suffer, and the reason is this is My first universe and I'm learning on the job.",5577
905,"I'm bringing sexy back! Sorry, not sexy, measles.",5592
906,"This May, I am coming to Broadway. And I will be Jim Parsons. I am not kidding. Get ready. http://t.co/I0SdjHAgKYhttp://t.co/D5Sji3dFkZ",1246
907,"Anybody who thinks I'm ""pro-life"" has not read the Bible very closely.",8517
908,Wrong! That's why I gave you two hands. http://t.co/CxxXMztfS5,30258
909,Bad weather is My way of temporarily punishing you. Bad climate is your way of permanently punishing you.,6679
910,The reason I don't let alien races visit you is you're the black sheep of the galaxy.,6475
911,Never forget that you are profoundly unimportant.,7500
912,"Most of the punishments in hell are fire-related but man, do I have some fun water-based activities planned for Dick Cheney.",8923
913,"If you believe in something hard enough, nothing happens.",5937
914,"""Kim Kardashian: My Pregnancy Weight Was a Punishment from God."" No, Kim. Your existence is.",9500
915,"""Convicted Child Sex Offender Wins $3 Million Florida Lottery"". But I totally exist, I swear.",6819
916,"If Dick Cheney hates the #TortureReport so much, why did I just catch him masturbating to it?",6260
917,"Protest is fine but please make sure it’s peaceful, and respectful, and doesn’t inconvenience anyone, or make a difference. #ICantBreathe",4985
918,People assume I'm pro-life but if you look at My record it's pretty clear I'm very pro-death.,6787
919,My secretary wrote this Christmas album for Stephen Colbert and friends a few years back and it's still not bad. http://t.co/2fQLae5KPm,325
920,Why isn't My Twitter account verified? Because My Biblical account isn't verified either.,9136
921,#ICantBreathe is trending because justice isn't.,10705
922,"Are you there, Arsenal fans? It's Me, God. Stoked?",3591
923,Retweeting this will only make things worse.,2726
924,"Next time I'll make people skinless. No racism, plus no acne.",10827
925,People should be judged not by the color of their skin but the content of a video in which a man says #ICantBreathe 11 frigging times.,11299
926,The protestors near the Rockefeller Center Tree Lighting are threatening a sacred American tradition: racial injustice. #ICantBreathe,5011
927,All I want for Christmas is you.It's a lot scarier when I say it.,8792
928,I am infinitely good and I created you in My image and you are inherently evil and that makes total sense.,6030
929,"""Janay Rice: 'God Chose Me and Ray for a Reason'."" That's right. I handpick which women get abused. That's exactly how I operate.",4139
930,"I follow Justin Bieber because he is My son, as My book ""The Book of Bieb"" makes clear. (Hey, it's #CyberMonday!)http://t.co/DblEEwwrkS",658
931,I hate you and that's why your team lost.,5092
932,Happy Holidays to all those offended by the use of that term.,4528
933,Santa Claus is a mythical father figure who rewards those who believe in him. Only children should believe in someone that obviously fake.,6344
934,Unhappy? Have you thought about buying things?,4242
935,Be sure to check out Walmart's special holiday prices on trampled human corpses.,5355
936,Pitbull was Satan's idea.,7262
937,"If you don't stampede other people for home electronics, the terrorists win.",5364
938,"Wishing you and your family a happy, stressless, apolitical, irreligious, nonviolent, and painful-childhood-revelation-free Thanksgiving.",4357
939,"America, can't you please calm down and save the senseless violence, rage and in-store destruction for Black Friday where it belongs?",5036
940,"Burning down a Little Caesars helps absolutely no one. Well, maybe Pizza Hut. #FergusonDecision",5020
941,"I think white people and black people can all join together and say as one, ""CNN sucks.""",5616
942,"Why can't we all just get along? Oh, right, searing injustice. #FergusonDecision",7890
943,Apparently Mike Brown was shot and killed by social media.,12586
944,I've said it before and I'll say it again: next time I'm making everybody purple.,8206
945,Stop praying to Me about Liverpool. It's got nothing to do with Me. Sometimes teams just suck. #LFC,9085
946,People's ability to believe what's false is matched only by their ability to refuse to believe what's true.,4839
947,Marriage should be between a man and a woman. Unless it's gay marriage.,7249
948,For whatever reason I just don't seem to like Arsenal.,18647
949,"""Al-Qaeda: 'ISIS Goes Too Far'."" Ah the Middle East, where al-Qaeda is the voice of moderation.",5534
950,For the record I've been running hunger games for thousands of years.,5236
951,How dare brown people try to live on land white people enslaved black people and killed red people to get?,11405
952,"Deep down, even I know there's no Me.",8903
953,"The meek shall inherit the earth, right after the powerful are done destroying it.",4678
954,This is your weekly reminder that nobody knows what they're doing.,5317
955,I have you all on mute.,6007
956,The fact that you are entitled to have a stupid opinion does not excuse its stupidity.,6118
957,I apologize for anything horrible that may have happened anywhere on planet Earth last night. I was drunk.,4965
958,The rape allegations against Bill Cosby are a classic case of he said/she she she she she she she she she she she she she she and she said.,7662
959,"Go buy a copy of @IMKristenBell and @SNCmusic's ""Text Me Merry Christmas,"" and make My secretary .008¢ richer!http://t.co/Owx8SWfZ2K",160
960,The problem with immortality is there's no real motivation to get anything done.,4962
961,"""Church of England Formally Approves Female Bishops"". Congratulations British women! You can now move diagonally!",9329
962,"And now, @IMKristenBell + @SNCmusic + Adam Schlesinger + Me present a new Xmas classic: “Text Me Merry Christmas”! http://t.co/EmszSZzIAM",154
963,"11. Thou shalt not do things that make any civilized person say, ""Dude, what the hell is wrong with thee?""",4935
964,Do not behead aid workers. Do not behead aid workers. Do not behead aid workers. Do not behead aid workers. Do not behead aid workers.,5551
965,Policy change: everybody have lots of sex.,5342
966,"Just because the person you're talking to is stupid, doesn't mean you're not also stupid.",5912
